countyyequivalent,statename,CountyFIPS,CBSA_NAME,Micro_Metro,CSA_NAME,CBSA_FIPS,CSA_FIPS,centraloutlyingcounty
St. Mary Parish,Louisiana,22101,"Morgan City, LA",Micro Area,,34020,,Central
St. Tammany Parish,Louisiana,22103,"Slidell-Mandeville-Covington, LA",Metro Area,"New Orleans-Metairie-Slidell, LA-MS",43640,406,Central
Tangipahoa Parish,Louisiana,22105,"Hammond, LA",Metro Area,"Baton Rouge-Hammond, LA",25220,132,Central
Terrebonne Parish,Louisiana,22109,"Houma-Bayou Cane-Thibodaux, LA",Metro Area,,26380,,Central
Union Parish,Louisiana,22111,"Monroe, LA",Metro Area,"Monroe-Ruston, LA",33740,384,Outlying
Vermilion Parish,Louisiana,22113,"Lafayette, LA",Metro Area,"Lafayette-New Iberia-Opelousas, LA",29180,318,Outlying
Washington Parish,Louisiana,22117,"Bogalusa, LA",Micro Area,"New Orleans-Metairie-Slidell, LA-MS",14220,406,Central
Webster Parish,Louisiana,22119,"Minden, LA",Micro Area,"Shreveport-Bossier City-Minden, LA",33380,508,Central
West Baton Rouge Parish,Louisiana,22121,"Baton Rouge, LA",Metro Area,"Baton Rouge-Hammond, LA",12940,132,Central
West Feliciana Parish,Louisiana,22125,"Baton Rouge, LA",Metro Area,"Baton Rouge-Hammond, LA",12940,132,Outlying
Androscoggin County,Maine,23001,"Lewiston-Auburn, ME",Metro Area,"Portland-Lewiston-South Portland, ME",30340,438,Central
Cumberland County,Maine,23005,"Portland-South Portland, ME",Metro Area,"Portland-Lewiston-South Portland, ME",38860,438,Central
Kennebec County,Maine,23011,"Augusta-Waterville, ME",Micro Area,,12300,,Central
Penobscot County,Maine,23019,"Bangor, ME",Metro Area,,12620,,Central
Sagadahoc County,Maine,23023,"Portland-South Portland, ME",Metro Area,"Portland-Lewiston-South Portland, ME",38860,438,Outlying
York County,Maine,23031,"Portland-South Portland, ME",Metro Area,"Portland-Lewiston-South Portland, ME",38860,438,Central
Allegany County,Maryland,24001,"Cumberland, MD-WV",Micro Area,,19060,,Central
Anne Arundel County,Maryland,24003,"Baltimore-Columbia-Towson, MD",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",12580,548,Central
Baltimore County,Maryland,24005,"Baltimore-Columbia-Towson, MD",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",12580,548,Central
Calvert County,Maryland,24009,"Lexington Park, MD",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",30500,548,Central
Carroll County,Maryland,24013,"Baltimore-Columbia-Towson, MD",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",12580,548,Outlying
Cecil County,Maryland,24015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",37980,428,Central
Charles County,Maryland,24017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Outlying
Dorchester County,Maryland,24019,"Cambridge, MD",Micro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",15700,548,Central
Frederick County,Maryland,24021,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Outlying
Harford County,Maryland,24025,"Baltimore-Columbia-Towson, MD",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",12580,548,Outlying
Howard County,Maryland,24027,"Baltimore-Columbia-Towson, MD",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",12580,548,Central
Montgomery County,Maryland,24031,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Prince George's County,Maryland,24033,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Queen Anne's County,Maryland,24035,"Baltimore-Columbia-Towson, MD",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",12580,548,Outlying
St. Mary's County,Maryland,24037,"Lexington Park, MD",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",30500,548,Central
Somerset County,Maryland,24039,"Salisbury, MD",Metro Area,"Salisbury-Ocean Pines, MD",41540,480,Outlying
Talbot County,Maryland,24041,"Easton, MD",Micro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",20660,548,Central
Washington County,Maryland,24043,"Hagerstown-Martinsburg, MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",25180,548,Central
Wicomico County,Maryland,24045,"Salisbury, MD",Metro Area,"Salisbury-Ocean Pines, MD",41540,480,Central
Worcester County,Maryland,24047,"Ocean Pines, MD",Micro Area,"Salisbury-Ocean Pines, MD",36180,480,Central
Baltimore city,Maryland,24510,"Baltimore-Columbia-Towson, MD",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",12580,548,Central
Barnstable County,Massachusetts,25001,"Barnstable Town, MA",Metro Area,"Boston-Worcester-Providence, MA-RI-NH",12700,148,Central
Berkshire County,Massachusetts,25003,"Pittsfield, MA",Metro Area,,38340,,Central
Bristol County,Massachusetts,25005,"Providence-Warwick, RI-MA",Metro Area,"Boston-Worcester-Providence, MA-RI-NH",39300,148,Central
Dukes County,Massachusetts,25007,"Vineyard Haven, MA",Micro Area,,47240,,Central
Essex County,Massachusetts,25009,"Boston-Cambridge-Newton, MA-NH",Metro Area,"Boston-Worcester-Providence, MA-RI-NH",14460,148,Central
Franklin County,Massachusetts,25011,"Greenfield, MA",Micro Area,"Springfield-Amherst Town-Northampton, MA",24640,521,Central
Hampden County,Massachusetts,25013,"Springfield, MA",Metro Area,"Springfield-Amherst Town-Northampton, MA",44140,521,Central
Hampshire County,Massachusetts,25015,"Amherst Town-Northampton, MA",Metro Area,"Springfield-Amherst Town-Northampton, MA",11200,521,Central
Middlesex County,Massachusetts,25017,"Boston-Cambridge-Newton, MA-NH",Metro Area,"Boston-Worcester-Providence, MA-RI-NH",14460,148,Central
Nantucket County,Massachusetts,25019,"Nantucket, MA",Micro Area,,34880,,Central
Norfolk County,Massachusetts,25021,"Boston-Cambridge-Newton, MA-NH",Metro Area,"Boston-Worcester-Providence, MA-RI-NH",14460,148,Central
Plymouth County,Massachusetts,25023,"Boston-Cambridge-Newton, MA-NH",Metro Area,"Boston-Worcester-Providence, MA-RI-NH",14460,148,Central
Suffolk County,Massachusetts,25025,"Boston-Cambridge-Newton, MA-NH",Metro Area,"Boston-Worcester-Providence, MA-RI-NH",14460,148,Central
Worcester County,Massachusetts,25027,"Worcester, MA",Metro Area,"Boston-Worcester-Providence, MA-RI-NH",49340,148,Central
Allegan County,Michigan,26005,"Holland, MI",Micro Area,"Grand Rapids-Wyoming, MI",26090,266,Central
Alpena County,Michigan,26007,"Alpena, MI",Micro Area,,10980,,Central
Barry County,Michigan,26015,"Grand Rapids-Wyoming-Kentwood, MI",Metro Area,"Grand Rapids-Wyoming, MI",24340,266,Outlying
Bay County,Michigan,26017,"Bay City, MI",Metro Area,"Saginaw-Midland-Bay City, MI",13020,474,Central
Benzie County,Michigan,26019,"Traverse City, MI",Metro Area,,45900,,Outlying
Berrien County,Michigan,26021,"Niles, MI",Metro Area,"South Bend-Elkhart-Mishawaka, IN-MI",35660,515,Central
Branch County,Michigan,26023,"Coldwater, MI",Micro Area,,17740,,Central
Calhoun County,Michigan,26025,"Battle Creek, MI",Metro Area,"Kalamazoo-Battle Creek-Portage, MI",12980,310,Central
Cass County,Michigan,26027,"South Bend-Mishawaka, IN-MI",Metro Area,"South Bend-Elkhart-Mishawaka, IN-MI",43780,515,Central
Chippewa County,Michigan,26033,"Sault Ste. Marie, MI",Micro Area,,42300,,Central
Clinton County,Michigan,26037,"Lansing-East Lansing, MI",Metro Area,"Lansing-East Lansing-Owosso, MI",29620,330,Central
Delta County,Michigan,26041,"Escanaba, MI",Micro Area,,21540,,Central
Dickinson County,Michigan,26043,"Iron Mountain, MI-WI",Micro Area,"Marinette-Iron Mountain, WI-MI",27020,361,Central
Eaton County,Michigan,26045,"Lansing-East Lansing, MI",Metro Area,"Lansing-East Lansing-Owosso, MI",29620,330,Central
Emmet County,Michigan,26047,"Petoskey, MI",Micro Area,,37950,,Central
Genesee County,Michigan,26049,"Flint, MI",Metro Area,"Detroit-Warren-Ann Arbor, MI",22420,220,Central
Grand Traverse County,Michigan,26055,"Traverse City, MI",Metro Area,,45900,,Central
Gratiot County,Michigan,26057,"Alma, MI",Micro Area,"Mount Pleasant-Alma, MI",10940,394,Central
Hillsdale County,Michigan,26059,"Hillsdale, MI",Micro Area,,25880,,Central
Houghton County,Michigan,26061,"Houghton, MI",Micro Area,,26340,,Central
Ingham County,Michigan,26065,"Lansing-East Lansing, MI",Metro Area,"Lansing-East Lansing-Owosso, MI",29620,330,Central
Ionia County,Michigan,26067,"Grand Rapids-Wyoming-Kentwood, MI",Metro Area,"Grand Rapids-Wyoming, MI",24340,266,Outlying
Isabella County,Michigan,26073,"Mount Pleasant, MI",Micro Area,"Mount Pleasant-Alma, MI",34380,394,Central
Jackson County,Michigan,26075,"Jackson, MI",Metro Area,,27100,,Central
Kalamazoo County,Michigan,26077,"Kalamazoo-Portage, MI",Metro Area,"Kalamazoo-Battle Creek-Portage, MI",28020,310,Central
Kalkaska County,Michigan,26079,"Traverse City, MI",Metro Area,,45900,,Outlying
Kent County,Michigan,26081,"Grand Rapids-Wyoming-Kentwood, MI",Metro Area,"Grand Rapids-Wyoming, MI",24340,266,Central
Keweenaw County,Michigan,26083,"Houghton, MI",Micro Area,,26340,,Outlying
Lapeer County,Michigan,26087,"Detroit-Warren-Dearborn, MI",Metro Area,"Detroit-Warren-Ann Arbor, MI",19820,220,Outlying
Leelanau County,Michigan,26089,"Traverse City, MI",Metro Area,,45900,,Outlying
Lenawee County,Michigan,26091,"Adrian, MI",Micro Area,"Detroit-Warren-Ann Arbor, MI",10300,220,Central
Livingston County,Michigan,26093,"Detroit-Warren-Dearborn, MI",Metro Area,"Detroit-Warren-Ann Arbor, MI",19820,220,Outlying
Macomb County,Michigan,26099,"Detroit-Warren-Dearborn, MI",Metro Area,"Detroit-Warren-Ann Arbor, MI",19820,220,Central
Marquette County,Michigan,26103,"Marquette, MI",Micro Area,,32100,,Central
Mason County,Michigan,26105,"Ludington, MI",Micro Area,,31220,,Central
Mecosta County,Michigan,26107,"Big Rapids, MI",Micro Area,"Grand Rapids-Wyoming, MI",13660,266,Central
Menominee County,Michigan,26109,"Marinette, WI-MI",Micro Area,"Marinette-Iron Mountain, WI-MI",31940,361,Central
Midland County,Michigan,26111,"Midland, MI",Metro Area,"Saginaw-Midland-Bay City, MI",33220,474,Central
Missaukee County,Michigan,26113,"Cadillac, MI",Micro Area,,15620,,Outlying
Monroe County,Michigan,26115,"Monroe, MI",Metro Area,"Detroit-Warren-Ann Arbor, MI",33780,220,Central
Montcalm County,Michigan,26117,"Grand Rapids-Wyoming-Kentwood, MI",Metro Area,"Grand Rapids-Wyoming, MI",24340,266,Outlying
Muskegon County,Michigan,26121,"Muskegon-Norton Shores, MI",Metro Area,"Grand Rapids-Wyoming, MI",34740,266,Central
Oakland County,Michigan,26125,"Detroit-Warren-Dearborn, MI",Metro Area,"Detroit-Warren-Ann Arbor, MI",19820,220,Central
Ottawa County,Michigan,26139,"Grand Rapids-Wyoming-Kentwood, MI",Metro Area,"Grand Rapids-Wyoming, MI",24340,266,Outlying
Saginaw County,Michigan,26145,"Saginaw, MI",Metro Area,"Saginaw-Midland-Bay City, MI",40980,474,Central
St. Clair County,Michigan,26147,"Detroit-Warren-Dearborn, MI",Metro Area,"Detroit-Warren-Ann Arbor, MI",19820,220,Outlying
St. Joseph County,Michigan,26149,"Sturgis, MI",Micro Area,"Kalamazoo-Battle Creek-Portage, MI",44780,310,Central
Shiawassee County,Michigan,26155,"Owosso, MI",Micro Area,"Lansing-East Lansing-Owosso, MI",37020,330,Central
Washtenaw County,Michigan,26161,"Ann Arbor, MI",Metro Area,"Detroit-Warren-Ann Arbor, MI",11460,220,Central
Wayne County,Michigan,26163,"Detroit-Warren-Dearborn, MI",Metro Area,"Detroit-Warren-Ann Arbor, MI",19820,220,Central
Wexford County,Michigan,26165,"Cadillac, MI",Micro Area,,15620,,Central
Anoka County,Minnesota,27003,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Central
Becker County,Minnesota,27005,"Detroit Lakes, MN",Micro Area,,19810,,Central
Beltrami County,Minnesota,27007,"Bemidji, MN",Micro Area,,13420,,Central
Benton County,Minnesota,27009,"St. Cloud, MN",Metro Area,"Minneapolis-St. Paul, MN-WI",41060,378,Central
Blue Earth County,Minnesota,27013,"Mankato, MN",Metro Area,"Mankato-New Ulm, MN",31860,359,Central
Brown County,Minnesota,27015,"New Ulm, MN",Micro Area,"Mankato-New Ulm, MN",35580,359,Central
Carlton County,Minnesota,27017,"Duluth, MN-WI",Metro Area,"Duluth-Grand Rapids, MN-WI",20260,228,Outlying
Carver County,Minnesota,27019,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Central
Cass County,Minnesota,27021,"Brainerd, MN",Micro Area,,14660,,Outlying
Chisago County,Minnesota,27025,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Outlying
Clay County,Minnesota,27027,"Fargo, ND-MN",Metro Area,"Fargo-Wahpeton, ND-MN",22020,244,Central
Crow Wing County,Minnesota,27035,"Brainerd, MN",Micro Area,,14660,,Central
Dakota County,Minnesota,27037,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Central
Dodge County,Minnesota,27039,"Rochester, MN",Metro Area,"Rochester-Austin-Winona, MN",40340,462,Outlying
Douglas County,Minnesota,27041,"Alexandria, MN",Micro Area,,10820,,Central
Fillmore County,Minnesota,27045,"Rochester, MN",Metro Area,"Rochester-Austin-Winona, MN",40340,462,Outlying
Freeborn County,Minnesota,27047,"Albert Lea, MN",Micro Area,,10660,,Central
Goodhue County,Minnesota,27049,"Red Wing, MN",Micro Area,"Minneapolis-St. Paul, MN-WI",39860,378,Central
Hennepin County,Minnesota,27053,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Central
Houston County,Minnesota,27055,"La Crosse-Onalaska, WI-MN",Metro Area,"La Crosse-Onalaska-Sparta, WI-MN",29100,317,Central
Isanti County,Minnesota,27059,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Outlying
Itasca County,Minnesota,27061,"Grand Rapids, MN",Micro Area,"Duluth-Grand Rapids, MN-WI",24330,228,Central
Kandiyohi County,Minnesota,27067,"Willmar, MN",Micro Area,,48820,,Central
Le Sueur County,Minnesota,27079,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Outlying
Lyon County,Minnesota,27083,"Marshall, MN",Micro Area,,32140,,Central
McLeod County,Minnesota,27085,"Hutchinson, MN",Micro Area,"Minneapolis-St. Paul, MN-WI",26780,378,Central
Martin County,Minnesota,27091,"Fairmont, MN",Micro Area,,21860,,Central
Mille Lacs County,Minnesota,27095,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Outlying
Mower County,Minnesota,27099,"Austin, MN",Micro Area,"Rochester-Austin-Winona, MN",12380,462,Central
Nicollet County,Minnesota,27103,"Mankato, MN",Metro Area,"Mankato-New Ulm, MN",31860,359,Central
Nobles County,Minnesota,27105,"Worthington, MN",Micro Area,,49380,,Central
Olmsted County,Minnesota,27109,"Rochester, MN",Metro Area,"Rochester-Austin-Winona, MN",40340,462,Central
Otter Tail County,Minnesota,27111,"Fergus Falls, MN",Micro Area,,22260,,Central
Polk County,Minnesota,27119,"Grand Forks, ND-MN",Metro Area,,24220,,Central
Ramsey County,Minnesota,27123,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Central
Rice County,Minnesota,27131,"Faribault-Northfield, MN",Micro Area,"Minneapolis-St. Paul, MN-WI",22060,378,Central
Rock County,Minnesota,27133,"Sioux Falls, SD-MN",Metro Area,,43620,,Outlying
St. Louis County,Minnesota,27137,"Duluth, MN-WI",Metro Area,"Duluth-Grand Rapids, MN-WI",20260,228,Central
Scott County,Minnesota,27139,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Central
Sherburne County,Minnesota,27141,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Central
Stearns County,Minnesota,27145,"St. Cloud, MN",Metro Area,"Minneapolis-St. Paul, MN-WI",41060,378,Central
Steele County,Minnesota,27147,"Owatonna, MN",Micro Area,"Minneapolis-St. Paul, MN-WI",36940,378,Central
Wabasha County,Minnesota,27157,"Rochester, MN",Metro Area,"Rochester-Austin-Winona, MN",40340,462,Outlying
Washington County,Minnesota,27163,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Central
Wilkin County,Minnesota,27167,"Wahpeton, ND-MN",Micro Area,"Fargo-Wahpeton, ND-MN",47420,244,Central
Winona County,Minnesota,27169,"Winona, MN",Micro Area,"Rochester-Austin-Winona, MN",49100,462,Central
Wright County,Minnesota,27171,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Central
Adams County,Mississippi,28001,"Natchez, MS-LA",Micro Area,,35020,,Central
Alcorn County,Mississippi,28003,"Corinth, MS",Micro Area,"Tupelo-Corinth, MS",18420,539,Central
Benton County,Mississippi,28009,"Memphis, TN-MS-AR",Metro Area,"Memphis-Clarksdale-Forrest City, TN-MS-AR",32820,368,Outlying
Bolivar County,Mississippi,28011,"Cleveland, MS",Micro Area,,17380,,Central
Carroll County,Mississippi,28015,"Greenwood, MS",Micro Area,,24900,,Outlying
Clarke County,Mississippi,28023,"Meridian, MS",Micro Area,,32940,,Outlying
Coahoma County,Mississippi,28027,"Clarksdale, MS",Micro Area,"Memphis-Clarksdale-Forrest City, TN-MS-AR",17260,368,Central
Copiah County,Mississippi,28029,"Jackson, MS",Metro Area,"Jackson-Vicksburg-Brookhaven, MS",27140,298,Outlying
DeSoto County,Mississippi,28033,"Memphis, TN-MS-AR",Metro Area,"Memphis-Clarksdale-Forrest City, TN-MS-AR",32820,368,Central
Forrest County,Mississippi,28035,"Hattiesburg, MS",Metro Area,"Hattiesburg-Laurel, MS",25620,279,Central
Grenada County,Mississippi,28043,"Grenada, MS",Micro Area,,24980,,Central
Hancock County,Mississippi,28045,"Gulfport-Biloxi, MS",Metro Area,,25060,,Central
Harrison County,Mississippi,28047,"Gulfport-Biloxi, MS",Metro Area,,25060,,Central
Hinds County,Mississippi,28049,"Jackson, MS",Metro Area,"Jackson-Vicksburg-Brookhaven, MS",27140,298,Central
Holmes County,Mississippi,28051,"Jackson, MS",Metro Area,"Jackson-Vicksburg-Brookhaven, MS",27140,298,Outlying
Itawamba County,Mississippi,28057,"Tupelo, MS",Micro Area,"Tupelo-Corinth, MS",46180,539,Outlying
Jackson County,Mississippi,28059,"Gulfport-Biloxi, MS",Metro Area,,25060,,Outlying
Jasper County,Mississippi,28061,"Laurel, MS",Micro Area,"Hattiesburg-Laurel, MS",29860,279,Outlying
Jefferson County,Mississippi,28063,"Natchez, MS-LA",Micro Area,,35020,,Outlying
Jones County,Mississippi,28067,"Laurel, MS",Micro Area,"Hattiesburg-Laurel, MS",29860,279,Central
Lafayette County,Mississippi,28071,"Oxford, MS",Micro Area,,37060,,Central
Lamar County,Mississippi,28073,"Hattiesburg, MS",Metro Area,"Hattiesburg-Laurel, MS",25620,279,Central
Lauderdale County,Mississippi,28075,"Meridian, MS",Micro Area,,32940,,Central
Lee County,Mississippi,28081,"Tupelo, MS",Micro Area,"Tupelo-Corinth, MS",46180,539,Central
Leflore County,Mississippi,28083,"Greenwood, MS",Micro Area,,24900,,Central
Lincoln County,Mississippi,28085,"Brookhaven, MS",Micro Area,"Jackson-Vicksburg-Brookhaven, MS",15020,298,Central
Lowndes County,Mississippi,28087,"Columbus, MS",Micro Area,"Starkville-Columbus, MS",18060,523,Central
Madison County,Mississippi,28089,"Jackson, MS",Metro Area,"Jackson-Vicksburg-Brookhaven, MS",27140,298,Central
Marshall County,Mississippi,28093,"Memphis, TN-MS-AR",Metro Area,"Memphis-Clarksdale-Forrest City, TN-MS-AR",32820,368,Outlying
Montgomery County,Mississippi,28097,"Grenada, MS",Micro Area,,24980,,Outlying
Noxubee County,Mississippi,28103,"Columbus, MS",Micro Area,"Starkville-Columbus, MS",18060,523,Outlying
Oktibbeha County,Mississippi,28105,"Starkville, MS",Micro Area,"Starkville-Columbus, MS",44260,523,Central
Pearl River County,Mississippi,28109,"Picayune, MS",Micro Area,"New Orleans-Metairie-Slidell, LA-MS",38100,406,Central
Perry County,Mississippi,28111,"Hattiesburg, MS",Metro Area,"Hattiesburg-Laurel, MS",25620,279,Outlying
Pike County,Mississippi,28113,"McComb, MS",Micro Area,,32620,,Central
Prentiss County,Mississippi,28117,"Tupelo, MS",Micro Area,"Tupelo-Corinth, MS",46180,539,Outlying
Rankin County,Mississippi,28121,"Jackson, MS",Metro Area,"Jackson-Vicksburg-Brookhaven, MS",27140,298,Central
Scott County,Mississippi,28123,"Jackson, MS",Metro Area,"Jackson-Vicksburg-Brookhaven, MS",27140,298,Outlying
Simpson County,Mississippi,28127,"Jackson, MS",Metro Area,"Jackson-Vicksburg-Brookhaven, MS",27140,298,Outlying
Stone County,Mississippi,28131,"Gulfport-Biloxi, MS",Metro Area,,25060,,Outlying
Tate County,Mississippi,28137,"Memphis, TN-MS-AR",Metro Area,"Memphis-Clarksdale-Forrest City, TN-MS-AR",32820,368,Outlying
Tunica County,Mississippi,28143,"Memphis, TN-MS-AR",Metro Area,"Memphis-Clarksdale-Forrest City, TN-MS-AR",32820,368,Outlying
Walthall County,Mississippi,28147,"McComb, MS",Micro Area,,32620,,Outlying
Warren County,Mississippi,28149,"Vicksburg, MS",Micro Area,"Jackson-Vicksburg-Brookhaven, MS",46980,298,Central
Washington County,Mississippi,28151,"Greenville, MS",Micro Area,,24740,,Central
Webster County,Mississippi,28155,"Starkville, MS",Micro Area,"Starkville-Columbus, MS",44260,523,Outlying
Yalobusha County,Mississippi,28161,"Oxford, MS",Micro Area,,37060,,Outlying
Yazoo County,Mississippi,28163,"Jackson, MS",Metro Area,"Jackson-Vicksburg-Brookhaven, MS",27140,298,Outlying
Adair County,Missouri,29001,"Kirksville, MO",Micro Area,,28860,,Central
Andrew County,Missouri,29003,"St. Joseph, MO-KS",Metro Area,"Kansas City-Overland Park-Kansas City, MO-KS",41140,312,Outlying
Audrain County,Missouri,29007,"Mexico, MO",Micro Area,"Columbia-Jefferson City-Moberly, MO",33020,190,Central
Bates County,Missouri,29013,"Kansas City, MO-KS",Metro Area,"Kansas City-Overland Park-Kansas City, MO-KS",28140,312,Outlying
Bollinger County,Missouri,29017,"Cape Girardeau, MO-IL",Metro Area,"Cape Girardeau-Sikeston, MO-IL",16020,164,Outlying
Boone County,Missouri,29019,"Columbia, MO",Metro Area,"Columbia-Jefferson City-Moberly, MO",17860,190,Central
Buchanan County,Missouri,29021,"St. Joseph, MO-KS",Metro Area,"Kansas City-Overland Park-Kansas City, MO-KS",41140,312,Central
Butler County,Missouri,29023,"Poplar Bluff, MO",Micro Area,,38740,,Central
Caldwell County,Missouri,29025,"Kansas City, MO-KS",Metro Area,"Kansas City-Overland Park-Kansas City, MO-KS",28140,312,Outlying
Callaway County,Missouri,29027,"Jefferson City, MO",Metro Area,"Columbia-Jefferson City-Moberly, MO",27620,190,Outlying
Cape Girardeau County,Missouri,29031,"Cape Girardeau, MO-IL",Metro Area,"Cape Girardeau-Sikeston, MO-IL",16020,164,Central
Cass County,Missouri,29037,"Kansas City, MO-KS",Metro Area,"Kansas City-Overland Park-Kansas City, MO-KS",28140,312,Central
Christian County,Missouri,29043,"Springfield, MO",Metro Area,,44180,,Central
Clay County,Missouri,29047,"Kansas City, MO-KS",Metro Area,"Kansas City-Overland Park-Kansas City, MO-KS",28140,312,Central
Clinton County,Missouri,29049,"Kansas City, MO-KS",Metro Area,"Kansas City-Overland Park-Kansas City, MO-KS",28140,312,Outlying
Cole County,Missouri,29051,"Jefferson City, MO",Metro Area,"Columbia-Jefferson City-Moberly, MO",27620,190,Central
Cooper County,Missouri,29053,"Columbia, MO",Metro Area,"Columbia-Jefferson City-Moberly, MO",17860,190,Outlying
Dallas County,Missouri,29059,"Springfield, MO",Metro Area,,44180,,Outlying
DeKalb County,Missouri,29063,"St. Joseph, MO-KS",Metro Area,"Kansas City-Overland Park-Kansas City, MO-KS",41140,312,Outlying
Dunklin County,Missouri,29069,"Kennett, MO",Micro Area,,28380,,Central
Franklin County,Missouri,29071,"St. Louis, MO-IL",Metro Area,"St. Louis-St. Charles-Farmington, MO-IL",41180,476,Outlying
Greene County,Missouri,29077,"Springfield, MO",Metro Area,,44180,,Central
Howard County,Missouri,29089,"Columbia, MO",Metro Area,"Columbia-Jefferson City-Moberly, MO",17860,190,Outlying
